Meal Name,Ingrediants,Cookbook,Chef,Dish Picture
One Pot Sausage Pasta,1 lb sweet Italian sausage,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,2 tsp dried oregano,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,1/2 tsp fennel seeds,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,red pepper flakes,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,2 minced garlic cloves,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,Kosher salt and ground pepper,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,1 28-oz can tomato puree,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,2 tbsp tomato paste,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,Better than bouillon,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,1 lb fusilli pasta,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,1/3 mascarpone cheese,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,1+1/2 cups grated mozzarella cheese,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,1/4 cup parmesan shavings,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
One Pot Sausage Pasta,10 to 12 fresh basil leaves,"Pioneer Woman Super Easy, p.179",Ree Drummond,https://www.tastesoflizzyt.com/one-pot-sausage-pasta/
